N T union_alg comp_alg step path_len point_upd ngroups
5000 2 0 3 7750 13493 25948 238
5000 2 0 3 8000 15033 26937 220
5000 2 0 3 8250 12653 27889 203
5000 2 0 3 8500 14854 28860 178
5000 2 0 3 8750 14598 29674 170
5000 2 0 3 9000 12444 30566 151
5000 2 0 3 9250 12114 31416 138
5000 2 0 3 9500 17067 32248 125
5000 2 0 3 9750 17705 33193 112
5000 2 0 3 10000 15038 34083 92
5000 2 0 3 10250 12851 34864 86
5000 2 0 3 10500 11041 35611 75
5000 2 0 3 10750 11532 36331 65
5000 2 0 3 11000 10724 37041 58
5000 2 0 3 11250 10660 37742 46
5000 2 0 3 11500 11185 38357 41
5000 2 0 3 11750 11114 39126 34
5000 2 0 3 12000 9954 39667 30
5000 2 0 3 12250 10799 40236 29
5000 2 0 3 12500 11169 40833 27
5000 2 0 3 12750 9895 41368 26
5000 2 0 3 13000 10537 41938 22
5000 2 0 3 13250 9682 42446 22
5000 2 0 3 13500 10564 42992 21
5000 2 0 3 13750 11618 43649 16
5000 2 0 3 14000 10134 44269 14
5000 2 0 3 14250 9468 44751 12
5000 2 0 3 14500 10729 45330 9
5000 2 0 3 14750 9751 45856 9
5000 2 0 3 15000 11068 46338 8
5000 2 0 3 15250 10863 46880 7
5000 2 0 3 15500 9684 47421 7
5000 2 0 3 15750 9164 47863 7
5000 2 0 3 16000 8755 48240 7
5000 2 0 3 16250 10308 48736 5
5000 2 0 3 16500 9643 49224 5
5000 2 0 3 16750 9108 49672 4
5000 2 0 3 17000 8673 50078 3
5000 2 0 3 17250 8293 50446 3
5000 2 0 3 17500 7961 50760 2
5000 2 0 3 17750 7683 51032 2
5000 2 0 3 18000 7415 51299 2
5000 2 0 3 18250 7177 51531 2
5000 2 0 3 18500 6956 51745 2
5000 2 0 3 18750 6772 51925 2
5000 2 0 3 19000 6611 52085 2
5000 2 0 3 19250 6444 52251 2
5000 2 0 3 19500 6316 52379 2
5000 2 0 3 19750 6191 52503 2
5000 2 0 3 20000 6078 52615 2
5000 2 0 3 20250 5971 52722 2
5000 2 0 3 20500 5883 52810 2
5000 2 0 3 20750 5811 52882 2
5000 2 0 3 21000 5724 52969 2
5000 2 0 3 21250 5649 53044 2
5000 2 0 3 21500 5580 53113 2
5000 2 0 3 21750 5526 53166 2
5000 2 0 3 21906 10491 53200 1
10000 2 0 3 1 0 0 10000
10000 2 0 3 250 251 0 9751
10000 2 0 3 500 524 0 9501
10000 2 0 3 750 817 1 9251
10000 2 0 3 1000 1112 3 9001
10000 2 0 3 1250 1415 6 8751
10000 2 0 3 1500 1752 16 8501
10000 2 0 3 1750 2091 28 8251
10000 2 0 3 2000 2459 55 8001
10000 2 0 3 2250 2849 90 7751
10000 2 0 3 2500 3280 119 7501
10000 2 0 3 2750 3749 163 7251
10000 2 0 3 3000 4237 222 7001
10000 2 0 3 3250 4779 275 6751
10000 2 0 3 3500 5326 342 6501
10000 2 0 3 3750 5991 433 6251
10000 2 0 3 4000 6706 570 6001
10000 2 0 3 4250 7505 719 5751
10000 2 0 3 4500 8480 888 5501
10000 2 0 3 4750 9933 1126 5251
10000 2 0 3 5000 11671 1424 5003
10000 2 0 3 5250 13854 1818 4754
10000 2 0 3 5500 17205 2397 4508
10000 2 0 3 5750 19411 3128 4268
10000 2 0 3 6000 30176 4121 4035
10000 2 0 3 6250 32276 5143 3806
10000 2 0 3 6500 30007 6378 3599
10000 2 0 3 6750 31414 7722 3390
10000 2 0 3 7000 40350 9114 3187
10000 2 0 3 7250 36546 10556 3010
10000 2 0 3 7500 37427 11967 2829
10000 2 0 3 7750 36757 13347 2670
10000 2 0 3 8000 35994 14834 2525
10000 2 0 3 8250 36244 16351 2381
10000 2 0 3 8500 41019 17775 2246
10000 2 0 3 8750 47056 19244 2125
10000 2 0 3 9000 52635 20754 2000
10000 2 0 3 9250 36466 22301 1889
10000 2 0 3 9500 41498 23780 1782
10000 2 0 3 9750 38554 25283 1680
10000 2 0 3 10000 44294 26870 1578
10000 2 0 3 10250 38624 28418 1503
10000 2 0 3 10500 35235 29860 1416
10000 2 0 3 10750 33330 31321 1340
10000 2 0 3 11000 32664 32801 1274
10000 2 0 3 11250 35094 34253 1200
10000 2 0 3 11500 41577 35680 1126
10000 2 0 3 11750 35402 37095 1061
10000 2 0 3 12000 33458 38407 1002
10000 2 0 3 12250 31866 39623 943
10000 2 0 3 12500 31085 40986 896
10000 2 0 3 12750 33870 42305 856
10000 2 0 3 13000 35635 43662 810
10000 2 0 3 13250 30946 44944 771
10000 2 0 3 13500 30183 46241 739
10000 2 0 3 13750 37877 47495 693
10000 2 0 3 14000 37221 48748 649
10000 2 0 3 14250 43400 49959 615
10000 2 0 3 14500 35015 51193 581
10000 2 0 3 14750 33151 52413 549
10000 2 0 3 15000 34584 53548 518
10000 2 0 3 15250 32281 54721 492
10000 2 0 3 15500 29108 55878 473
10000 2 0 3 15750 37061 56997 445
10000 2 0 3 16000 32647 58097 424
10000 2 0 3 16250 31412 59145 404
10000 2 0 3 16500 37080 60175 386
10000 2 0 3 16750 29431 61252 362
10000 2 0 3 17000 28112 62347 342
10000 2 0 3 17250 36993 63511 320
10000 2 0 3 17500 28126 64611 300
10000 2 0 3 17750 27593 65673 289
10000 2 0 3 18000 27861 66691 273
10000 2 0 3 18250 28699 67641 261
10000 2 0 3 18500 29615 68628 250
10000 2 0 3 18750 29298 69524 239
10000 2 0 3 19000 29183 70459 222
10000 2 0 3 19250 27045 71305 210
10000 2 0 3 19500 22648 72065 198
10000 2 0 3 19750 27101 72900 189
10000 2 0 3 20000 24039 73740 181
10000 2 0 3 20250 30409 74634 163
10000 2 0 3 20500 26482 75504 156
10000 2 0 3 20750 24703 76399 150
10000 2 0 3 21000 26671 77090 147
10000 2 0 3 21250 24041 77956 140
10000 2 0 3 21500 26161 78726 133
10000 2 0 3 21750 26726 79603 121
10000 2 0 3 22000 24709 80433 114
10000 2 0 3 22250 27473 81228 108
10000 2 0 3 22500 25474 82076 102
10000 2 0 3 22750 24586 82842 98
10000 2 0 3 23000 24677 83659 92
10000 2 0 3 23250 23182 84449 87
10000 2 0 3 23500 21756 85160 82
10000 2 0 3 23750 27853 85813 80
10000 2 0 3 24000 23998 86641 70
10000 2 0 3 24250 24903 87437 64
10000 2 0 3 24500 21252 88065 63
10000 2 0 3 24750 20080 88606 61
10000 2 0 3 25000 19372 89088 60
10000 2 0 3 25250 25302 89806 55
10000 2 0 3 25500 21467 90453 51
10000 2 0 3 25750 24370 91155 46
10000 2 0 3 26000 26938 91781 45
10000 2 0 3 26250 21694 92475 42
10000 2 0 3 26500 24670 93146 39
10000 2 0 3 26750 20826 93744 39
10000 2 0 3 27000 19955 94286 38
10000 2 0 3 27250 21916 94879 34
10000 2 0 3 27500 23905 95536 29
10000 2 0 3 27750 24236 96188 27
10000 2 0 3 28000 20660 96784 26
10000 2 0 3 28250 19842 97293 24
10000 2 0 3 28500 19190 97750 23
10000 2 0 3 28750 21158 98339 22
10000 2 0 3 29000 23900 98934 19
10000 2 0 3 29250 20605 99508 18
10000 2 0 3 29500 19804 100014 18
10000 2 0 3 29750 25069 100508 17
10000 2 0 3 30000 21240 101134 16
10000 2 0 3 30250 20071 101661 16
10000 2 0 3 30500 19363 102155 15
10000 2 0 3 30750 21224 102780 13
10000 2 0 3 31000 20125 103303 13
10000 2 0 3 31250 19451 103781 13
10000 2 0 3 31500 18876 104244 13
10000 2 0 3 31750 18382 104669 12
10000 2 0 3 32000 17924 105069 12
10000 2 0 3 32250 17499 105465 12
10000 2 0 3 32500 17109 105825 12
10000 2 0 3 32750 16714 106184 11
10000 2 0 3 33000 16382 106501 9
10000 2 0 3 33250 20774 106990 8
10000 2 0 3 33500 19788 107508 8
10000 2 0 3 33750 19200 107974 8
10000 2 0 3 34000 18718 108404 8
10000 2 0 3 34250 18260 108831 8
10000 2 0 3 34500 17832 109231 8
10000 2 0 3 34750 17409 109614 8
10000 2 0 3 35000 20398 110128 7
10000 2 0 3 35250 19663 110630 7
10000 2 0 3 35500 19090 111092 7
10000 2 0 3 35750 21072 111592 6
10000 2 0 3 36000 19896 112120 6
10000 2 0 3 36250 20439 112658 5
10000 2 0 3 36500 19765 113160 5
10000 2 0 3 36750 19155 113638 5
10000 2 0 3 37000 18599 114089 5
10000 2 0 3 37250 18142 114515 5
10000 2 0 3 37500 17714 114915 5
10000 2 0 3 37750 17313 115297 5
10000 2 0 3 38000 16941 115658 5
10000 2 0 3 38250 16592 115996 5
10000 2 0 3 38500 16260 116321 5
10000 2 0 3 38750 15917 116651 5
10000 2 0 3 39000 20546 117062 4
10000 2 0 3 39250 19650 117566 4
10000 2 0 3 39500 19982 118087 3
10000 2 0 3 39750 19375 118570 3
10000 2 0 3 40000 20062 119087 2
10000 2 0 3 40250 19363 119596 2
10000 2 0 3 40500 18855 120056 2
10000 2 0 3 40750 18394 120495 2
10000 2 0 3 41000 17966 120912 2
10000 2 0 3 41250 17559 121314 2
10000 2 0 3 41500 17179 121674 2
10000 2 0 3 41750 16804 122040 2
10000 2 0 3 42000 16452 122384 2
10000 2 0 3 42250 16126 122702 2
10000 2 0 3 42500 15823 123000 2
10000 2 0 3 42750 15539 123281 2
10000 2 0 3 43000 15286 123533 2
10000 2 0 3 43250 15009 123804 2
10000 2 0 3 43500 14772 124040 2
10000 2 0 3 43501 14771 124042 1
1000 3 0 3 1 0 0 1000
1000 3 0 3 250 328 16 752
1000 3 0 3 500 908 107 502
1000 3 0 3 750 2843 735 289
1000 3 0 3 1000 2513 1869 163
1000 3 0 3 1250 2277 2962 95
1000 3 0 3 1500 2390 3834 58
1000 3 0 3 1750 2600 4543 37
1000 3 0 3 2000 2733 5226 20
1000 3 0 3 2250 1825 5824 11
1000 3 0 3 2500 2341 6221 7
1000 3 0 3 2750 1925 6729 5
1000 3 0 3 3000 1531 7082 4
1000 3 0 3 3250 1896 7405 3
1000 3 0 3 3500 1629 7840 2
1000 3 0 3 3750 1377 8087 2
1000 3 0 3 3952 2240 8221 1
5000 3 0 3 1 0 0 5000
5000 3 0 3 250 261 1 4751
5000 3 0 3 500 545 3 4501
5000 3 0 3 750 862 14 4251
5000 3 0 3 1000 1208 31 4001
5000 3 0 3 1250 1635 57 3751
5000 3 0 3 1500 2101 109 3501
5000 3 0 3 1750 2649 176 3251
5000 3 0 3 2000 3342 288 3001
5000 3 0 3 2250 4273 435 2751
5000 3 0 3 2500 5816 677 2501
5000 3 0 3 2750 7380 1024 2251
5000 3 0 3 3000 10324 1770 2018
5000 3 0 3 3250 13958 2852 1810
5000 3 0 3 3500 17003 3965 1606
5000 3 0 3 3750 17055 5297 1433
5000 3 0 3 4000 17833 6741 1276
5000 3 0 3 4250 17115 8168 1140
5000 3 0 3 4500 16159 9607 1015
5000 3 0 3 4750 16192 11021 911
5000 3 0 3 5000 16999 12373 811
5000 3 0 3 5250 18912 13773 730
5000 3 0 3 5500 15848 15054 648
5000 3 0 3 5750 18984 16349 581
5000 3 0 3 6000 15835 17665 519
5000 3 0 3 6250 19283 18859 466
5000 3 0 3 6500 19301 20117 415
5000 3 0 3 6750 15538 21408 368
5000 3 0 3 7000 15536 22558 331
5000 3 0 3 7250 16870 23775 297
5000 3 0 3 7500 14689 24849 278
5000 3 0 3 7750 16226 25894 247
5000 3 0 3 8000 13675 26973 216
5000 3 0 3 8250 15083 27978 200
5000 3 0 3 8500 14130 28979 176
5000 3 0 3 8750 13668 29817 166
5000 3 0 3 9000 12326 30732 151
5000 3 0 3 9250 13018 31590 139
5000 3 0 3 9500 14859 32585 121
5000 3 0 3 9750 12300 33511 104
5000 3 0 3 10000 12780 34158 100
5000 3 0 3 10250 10726 34912 95
5000 3 0 3 10500 12624 35607 88
5000 3 0 3 10750 12707 36340 80
5000 3 0 3 11000 11112 37064 74
5000 3 0 3 11250 10814 37726 67
5000 3 0 3 11500 10798 38388 63
5000 3 0 3 11750 9780 38917 63
5000 3 0 3 12000 11638 39601 54
5000 3 0 3 12250 12330 40272 45
5000 3 0 3 12500 11102 40906 41
5000 3 0 3 12750 9763 41460 39
5000 3 0 3 13000 10336 42030 36
5000 3 0 3 13250 10927 42692 31
5000 3 0 3 13500 11840 43259 27
5000 3 0 3 13750 10282 43862 26
5000 3 0 3 14000 9618 44347 26
5000 3 0 3 14250 9057 44778 25
5000 3 0 3 14500 10803 45236 20
5000 3 0 3 14750 10181 45853 16
5000 3 0 3 15000 10785 46374 14
5000 3 0 3 15250 9723 46892 14
5000 3 0 3 15500 9218 47332 12
5000 3 0 3 15750 8777 47731 10
5000 3 0 3 16000 8378 48107 8
5000 3 0 3 16250 8031 48440 8
5000 3 0 3 16500 7714 48740 8
5000 3 0 3 16750 7456 48995 6
5000 3 0 3 17000 9909 49485 5
5000 3 0 3 17250 9311 49951 4
5000 3 0 3 17500 8881 50359 4
5000 3 0 3 17750 8507 50724 4
5000 3 0 3 18000 8167 51044 4
5000 3 0 3 18250 7863 51344 3
5000 3 0 3 18500 7597 51608 2
5000 3 0 3 18750 7352 51842 2
5000 3 0 3 19000 7114 52069 2
5000 3 0 3 19250 6925 52254 2
5000 3 0 3 19500 6736 52440 2
5000 3 0 3 19750 6563 52613 2
5000 3 0 3 20000 6426 52748 2
5000 3 0 3 20250 6294 52878 2
5000 3 0 3 20500 6171 53001 2
5000 3 0 3 20748 11058 53113 1
10000 3 0 3 1 0 0 10000
10000 3 0 3 250 254 0 9751
10000 3 0 3 500 524 1 9501
10000 3 0 3 750 813 3 9251
10000 3 0 3 1000 1121 10 9001
10000 3 0 3 1250 1432 12 8751
10000 3 0 3 1500 1761 20 8501
10000 3 0 3 1750 2095 34 8251
10000 3 0 3 2000 2445 62 8001
10000 3 0 3 2250 2846 93 7751
10000 3 0 3 2500 3258 130 7501
10000 3 0 3 2750 3709 158 7251
10000 3 0 3 3000 4219 211 7001
10000 3 0 3 3250 4774 273 6751
10000 3 0 3 3500 5226 341 6501
10000 3 0 3 3750 5877 455 6251
10000 3 0 3 4000 6516 608 6001
10000 3 0 3 4250 7601 768 5751
10000 3 0 3 4500 8502 933 5501
10000 3 0 3 4750 9968 1172 5251
10000 3 0 3 5000 11536 1469 5001
10000 3 0 3 5250 15615 1900 4751
10000 3 0 3 5500 19708 2514 4510
10000 3 0 3 5750 24560 3304 4270
10000 3 0 3 6000 26479 4187 4043
10000 3 0 3 6250 30653 5355 3823
10000 3 0 3 6500 31936 6502 3612
10000 3 0 3 6750 40149 7703 3400
10000 3 0 3 7000 37103 9069 3219
10000 3 0 3 7250 35585 10476 3035
10000 3 0 3 7500 35301 11922 2873
10000 3 0 3 7750 39134 13268 2705
10000 3 0 3 8000 40199 14789 2560
10000 3 0 3 8250 36418 16289 2422
10000 3 0 3 8500 38273 17843 2290
10000 3 0 3 8750 40923 19306 2170
10000 3 0 3 9000 45876 20790 2058
10000 3 0 3 9250 31030 22223 1952
10000 3 0 3 9500 39804 23818 1827
10000 3 0 3 9750 41307 25362 1728
10000 3 0 3 10000 31728 26805 1646
10000 3 0 3 10250 42644 28238 1556
10000 3 0 3 10500 39496 29759 1472
10000 3 0 3 10750 38929 31269 1396
10000 3 0 3 11000 33589 32741 1328
10000 3 0 3 11250 29479 34149 1273
10000 3 0 3 11500 35089 35543 1212
10000 3 0 3 11750 31398 36865 1143
10000 3 0 3 12000 37104 38175 1092
10000 3 0 3 12250 42335 39620 1024
10000 3 0 3 12500 36894 41071 968
10000 3 0 3 12750 29855 42378 920
10000 3 0 3 13000 34204 43643 875
10000 3 0 3 13250 40084 44970 823
10000 3 0 3 13500 34226 46301 778
10000 3 0 3 13750 36721 47644 740
10000 3 0 3 14000 32050 48858 715
10000 3 0 3 14250 34578 49984 679
10000 3 0 3 14500 38895 51198 639
10000 3 0 3 14750 31507 52419 598
10000 3 0 3 15000 30333 53610 574
10000 3 0 3 15250 33235 54795 545
10000 3 0 3 15500 30114 55972 519
10000 3 0 3 15750 35694 57001 494
10000 3 0 3 16000 27685 58084 469
10000 3 0 3 16250 35520 59143 444
10000 3 0 3 16500 33217 60248 420
10000 3 0 3 16750 28805 61358 397
10000 3 0 3 17000 33301 62424 373
10000 3 0 3 17250 27839 63412 361
10000 3 0 3 17500 29637 64419 344
10000 3 0 3 17750 27853 65578 324
10000 3 0 3 18000 24378 66515 312
10000 3 0 3 18250 27763 67505 296
10000 3 0 3 18500 25641 68405 279
10000 3 0 3 18750 26324 69369 266
10000 3 0 3 19000 32453 70315 252
10000 3 0 3 19250 30549 71267 239
10000 3 0 3 19500 31590 72199 227
10000 3 0 3 19750 27692 73167 212
10000 3 0 3 20000 28451 74147 199
10000 3 0 3 20250 23899 75016 187
10000 3 0 3 20500 25598 75919 175
10000 3 0 3 20750 23164 76688 171
10000 3 0 3 21000 30682 77508 163
10000 3 0 3 21250 29047 78352 154
10000 3 0 3 21500 25426 79145 146
10000 3 0 3 21750 23282 79881 143
10000 3 0 3 22000 23445 80671 137
10000 3 0 3 22250 26545 81444 131
10000 3 0 3 22500 22814 82247 125
10000 3 0 3 22750 28874 82989 121
10000 3 0 3 23000 22763 83742 118
10000 3 0 3 23250 29619 84533 113
10000 3 0 3 23500 27157 85365 107
10000 3 0 3 23750 23652 86114 103
10000 3 0 3 24000 26053 86943 95
10000 3 0 3 24250 25079 87619 93
10000 3 0 3 24500 22729 88355 88
10000 3 0 3 24750 27538 89042 84
10000 3 0 3 25000 23292 89757 82
10000 3 0 3 25250 23538 90416 79
10000 3 0 3 25500 23433 91063 76
10000 3 0 3 25750 22919 91822 72
10000 3 0 3 26000 22391 92483 70
10000 3 0 3 26250 22317 93146 65
10000 3 0 3 26500 27778 93816 62
10000 3 0 3 26750 23898 94504 60
10000 3 0 3 27000 20745 95090 60
10000 3 0 3 27250 22391 95711 59
10000 3 0 3 27500 20439 96264 57
10000 3 0 3 27750 19629 96772 53
10000 3 0 3 28000 22541 97404 49
10000 3 0 3 28250 30544 98070 43
10000 3 0 3 28500 23265 98715 42
10000 3 0 3 28750 20497 99286 41
10000 3 0 3 29000 26835 99852 39
10000 3 0 3 29250 21388 100502 37
10000 3 0 3 29500 21341 101123 31
10000 3 0 3 29750 20222 101652 31
10000 3 0 3 30000 19444 102149 28
10000 3 0 3 30250 23196 102650 27
10000 3 0 3 30500 20381 103220 27
10000 3 0 3 30750 19576 103712 27
10000 3 0 3 31000 19021 104188 25
10000 3 0 3 31250 18486 104628 25
10000 3 0 3 31500 20459 105217 24
10000 3 0 3 31750 19606 105732 24
10000 3 0 3 32000 21516 106261 22
10000 3 0 3 32250 20019 106799 22
10000 3 0 3 32500 19386 107293 21
10000 3 0 3 32750 21788 107797 20
10000 3 0 3 33000 20420 108388 18
10000 3 0 3 33250 19666 108897 18
10000 3 0 3 33500 20477 109461 17
10000 3 0 3 33750 19628 109978 17
10000 3 0 3 34000 19083 110439 17
10000 3 0 3 34250 21467 110931 16
10000 3 0 3 34500 19952 111465 16
10000 3 0 3 34750 21485 112003 15
10000 3 0 3 35000 19904 112534 15
10000 3 0 3 35250 21729 113062 14
10000 3 0 3 35500 21551 113626 13
10000 3 0 3 35750 21504 114177 12
10000 3 0 3 36000 19959 114720 12
10000 3 0 3 36250 19368 115200 12
10000 3 0 3 36500 18831 115661 12
10000 3 0 3 36750 20900 116153 10
10000 3 0 3 37000 22811 116682 9
10000 3 0 3 37250 20900 117249 8
10000 3 0 3 37500 19881 117760 8
10000 3 0 3 37750 19226 118231 8
10000 3 0 3 38000 18714 118682 8
10000 3 0 3 38250 18253 119099 8
10000 3 0 3 38500 17822 119492 8
10000 3 0 3 38750 17429 119871 8
10000 3 0 3 39000 17053 120237 8
10000 3 0 3 39250 16685 120591 8
10000 3 0 3 39500 20366 121046 7
10000 3 0 3 39750 19557 121553 7
10000 3 0 3 40000 22026 122037 6
10000 3 0 3 40250 19853 122564 6
10000 3 0 3 40500 19278 123037 6
10000 3 0 3 40750 18790 123468 6
10000 3 0 3 41000 18343 123891 5
10000 3 0 3 41250 17927 124294 5
10000 3 0 3 41500 17526 124688 5
10000 3 0 3 41750 17145 125047 5
10000 3 0 3 42000 16765 125405 5
10000 3 0 3 42250 16424 125734 5
10000 3 0 3 42500 16122 126035 5
10000 3 0 3 42750 15817 126337 5
10000 3 0 3 43000 15545 126603 5
10000 3 0 3 43250 15269 126878 5
10000 3 0 3 43500 15006 127137 5
10000 3 0 3 43750 14745 127395 5
10000 3 0 3 44000 14524 127616 5
10000 3 0 3 44250 14299 127841 5
10000 3 0 3 44500 14104 128036 5
10000 3 0 3 44750 13892 128246 5
10000 3 0 3 45000 13684 128452 5
10000 3 0 3 45250 13480 128658 3
10000 3 0 3 45500 13299 128836 3
10000 3 0 3 45750 13116 129018 3
10000 3 0 3 46000 12969 129164 3
10000 3 0 3 46250 12837 129296 3
10000 3 0 3 46500 12690 129442 3
10000 3 0 3 46750 12547 129585 3
10000 3 0 3 47000 12431 129701 3
10000 3 0 3 47250 12315 129816 3
10000 3 0 3 47500 12190 129941 3
10000 3 0 3 47750 12069 130062 3
10000 3 0 3 48000 11972 130158 3
10000 3 0 3 48250 11879 130251 3
10000 3 0 3 48500 11793 130337 3
10000 3 0 3 48750 11707 130423 3
10000 3 0 3 49000 11622 130507 3
10000 3 0 3 49250 11541 130588 3
10000 3 0 3 49500 11467 130662 3
10000 3 0 3 49750 11401 130728 3
10000 3 0 3 50000 11324 130805 3
10000 3 0 3 50250 11256 130872 3
10000 3 0 3 50500 19645 131357 2
10000 3 0 3 50750 19155 131831 2
10000 3 0 3 51000 18700 132273 2
10000 3 0 3 51250 18265 132702 2
10000 3 0 3 51500 17849 133112 2
10000 3 0 3 51750 17451 133506 2
10000 3 0 3 52000 17078 133879 2
10000 3 0 3 52250 16737 134217 2
10000 3 0 3 52500 16390 134556 2
10000 3 0 3 52750 16065 134874 2
10000 3 0 3 53000 15746 135192 2
10000 3 0 3 53250 15461 135475 2
10000 3 0 3 53500 15199 135737 2
10000 3 0 3 53750 14927 136007 2
10000 3 0 3 54000 14694 136240 2
10000 3 0 3 54250 14464 136470 2
10000 3 0 3 54500 14265 136669 2
10000 3 0 3 54750 14045 136886 2
10000 3 0 3 55000 13861 137070 2
10000 3 0 3 55250 13673 137257 2
10000 3 0 3 55500 13481 137448 2
10000 3 0 3 55750 13301 137628 2
10000 3 0 3 56000 13135 137794 2
10000 3 0 3 56250 12986 137943 2
10000 3 0 3 56500 12847 138082 2
10000 3 0 3 56750 12716 138213 2
10000 3 0 3 57000 12584 138345 2
10000 3 0 3 57250 12464 138465 2
10000 3 0 3 57500 12342 138587 2
10000 3 0 3 57750 12213 138716 2
10000 3 0 3 58000 12100 138829 2
10000 3 0 3 58250 11984 138945 2
10000 3 0 3 58500 11862 139067 2
10000 3 0 3 58750 11745 139184 2
10000 3 0 3 58809 21727 139201 1
1000 4 0 3 1 0 0 1000
1000 4 0 3 250 321 9 751
1000 4 0 3 500 1124 139 501
1000 4 0 3 750 2589 796 287
1000 4 0 3 1000 2713 1760 154
1000 4 0 3 1250 2799 2789 91
1000 4 0 3 1500 2257 3656 60
1000 4 0 3 1750 2288 4450 33
1000 4 0 3 2000 2059 5199 23
1000 4 0 3 2250 2101 5824 14
1000 4 0 3 2500 1826 6396 9
1000 4 0 3 2750 1658 6851 6
1000 4 0 3 3000 1727 7326 3
1000 4 0 3 3250 1414 7629 3
1000 4 0 3 3500 1249 7791 3
1000 4 0 3 3750 1734 8126 2
1000 4 0 3 4000 1432 8419 2
1000 4 0 3 4250 1267 8582 2
1000 4 0 3 4449 1174 8676 1
5000 4 0 3 1 0 0 5000
5000 4 0 3 250 262 0 4751
5000 4 0 3 500 550 4 4501
5000 4 0 3 750 864 12 4251
5000 4 0 3 1000 1225 23 4001
5000 4 0 3 1250 1611 50 3751
5000 4 0 3 1500 2092 97 3501
5000 4 0 3 1750 2616 160 3251
5000 4 0 3 2000 3287 277 3001
5000 4 0 3 2250 4314 461 2752
5000 4 0 3 2500 5885 715 2503
5000 4 0 3 2750 8811 1113 2254
5000 4 0 3 3000 11297 1809 2012
5000 4 0 3 3250 13582 2818 1799
5000 4 0 3 3500 15916 4011 1599
5000 4 0 3 3750 15574 5311 1422
5000 4 0 3 4000 16209 6757 1272
5000 4 0 3 4250 15948 8088 1141
5000 4 0 3 4500 15591 9498 1014
5000 4 0 3 4750 15597 10897 901
5000 4 0 3 5000 23133 12240 803
5000 4 0 3 5250 15068 13536 720
5000 4 0 3 5500 16780 14905 653
5000 4 0 3 5750 19234 16304 565
5000 4 0 3 6000 16037 17646 513
5000 4 0 3 6250 16717 18863 467
5000 4 0 3 6500 15293 20136 416
5000 4 0 3 6750 16818 21387 378
5000 4 0 3 7000 15176 22510 343
5000 4 0 3 7250 15972 23667 319
5000 4 0 3 7500 16885 24780 281
5000 4 0 3 7750 15349 25911 254
5000 4 0 3 8000 16827 26967 230
5000 4 0 3 8250 17936 28011 203
5000 4 0 3 8500 13225 29095 179
5000 4 0 3 8750 11817 30041 162
5000 4 0 3 9000 15863 30924 146
5000 4 0 3 9250 11873 31770 133
5000 4 0 3 9500 13624 32651 122
5000 4 0 3 9750 12808 33487 108
5000 4 0 3 10000 11589 34359 95
5000 4 0 3 10250 11886 35094 85
5000 4 0 3 10500 11733 35854 73
5000 4 0 3 10750 12475 36621 66
5000 4 0 3 11000 10618 37327 61
5000 4 0 3 11250 11119 37922 56
5000 4 0 3 11500 12887 38579 51
5000 4 0 3 11750 10409 39219 45
5000 4 0 3 12000 9572 39732 43
5000 4 0 3 12250 11576 40288 38
5000 4 0 3 12500 10486 40912 37
5000 4 0 3 12750 9684 41408 34
5000 4 0 3 13000 9139 41838 33
5000 4 0 3 13250 10299 42406 31
5000 4 0 3 13500 10429 42996 29
5000 4 0 3 13750 9576 43508 26
5000 4 0 3 14000 10671 44009 24
5000 4 0 3 14250 10079 44574 23
5000 4 0 3 14500 9426 45051 23
5000 4 0 3 14750 13119 45531 21
5000 4 0 3 15000 9881 46065 21
5000 4 0 3 15250 10476 46666 14
5000 4 0 3 15500 11281 47255 11
5000 4 0 3 15750 9781 47770 10
5000 4 0 3 16000 9226 48217 9
5000 4 0 3 16250 10692 48654 8
5000 4 0 3 16500 9676 49166 8
5000 4 0 3 16750 9187 49603 8
5000 4 0 3 17000 9768 50133 7
5000 4 0 3 17250 9248 50593 7
5000 4 0 3 17500 8808 50992 6
5000 4 0 3 17750 10048 51469 5
5000 4 0 3 18000 9377 51945 5
5000 4 0 3 18250 9871 52450 4
5000 4 0 3 18500 9330 52912 4
5000 4 0 3 18750 8904 53321 4
5000 4 0 3 19000 8523 53681 4
5000 4 0 3 19250 8189 54011 3
5000 4 0 3 19500 7880 54314 3
5000 4 0 3 19750 7604 54590 3
5000 4 0 3 20000 7360 54822 3
5000 4 0 3 20250 7131 55049 3
5000 4 0 3 20500 6915 55265 3
5000 4 0 3 20750 6746 55433 3
5000 4 0 3 21000 6579 55599 3
5000 4 0 3 21250 6421 55756 3
5000 4 0 3 21500 6310 55867 3
5000 4 0 3 21750 6179 55997 3
5000 4 0 3 22000 6073 56103 3
5000 4 0 3 22250 5983 56193 3
5000 4 0 3 22500 5898 56277 3
5000 4 0 3 22750 5813 56362 3
5000 4 0 3 23000 5722 56453 3
5000 4 0 3 23250 5658 56517 2
5000 4 0 3 23500 5604 56571 2
5000 4 0 3 23750 5547 56628 2
5000 4 0 3 24000 5497 56678 2
5000 4 0 3 24250 5428 56746 2
5000 4 0 3 24500 5388 56786 2
5000 4 0 3 24750 5349 56825 2
5000 4 0 3 25000 5321 56853 2
5000 4 0 3 25229 5296 56879 1
10000 4 0 3 1 0 0 10000
10000 4 0 3 250 256 0 9751
10000 4 0 3 500 519 0 9501
10000 4 0 3 750 806 2 9251
